                       id                        |      experiment_id      | srx_accession | organism | analysis_date | process_type | status |       start_datetime       | finish_datetime | path | process_id  |                                                         accessions_file                                                          
 SRX17596337_SRR21594692_scRecounter_version_1_0 | SRX17596337_SRR21594692 | SRR21594692   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 00:41:51.194407 |                 |      | version_1_0 | 
 SRX17596339_SRR21594690_scRecounter_version_1_0 | SRX17596339_SRR21594690 | SRR21594690   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 00:44:49.285509 |                 |      | version_1_0 | 
 SRX17596338_SRR21594691_scRecounter_version_1_0 | SRX17596338_SRR21594691 | SRR21594691   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 00:44:49.35577  |                 |      | version_1_0 | 
 SRX17596342_SRR21594687_scRecounter_version_1_0 | SRX17596342_SRR21594687 | SRR21594687   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 00:46:57.993477 |                 |      | version_1_0 | 
 SRX17596340_SRR21594689_scRecounter_version_1_0 | SRX17596340_SRR21594689 | SRR21594689   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 00:46:58.034125 |                 |      | version_1_0 | 
 SRX17596341_SRR21594688_scRecounter_version_1_0 | SRX17596341_SRR21594688 | SRR21594688   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 00:46:58.16837  |                 |      | version_1_0 | 
 SRX17596343_SRR21594686_scRecounter_version_1_0 | SRX17596343_SRR21594686 | SRR21594686   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 00:50:00.084327 |                 |      | version_1_0 | 
 SRX17717807_SRR21720733_scRecounter_version_1_0 | SRX17717807_SRR21720733 | SRR21720733   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 03:09:21.297911 |                 |      | version_1_0 | 
 SRX17717807_SRR21720734_scRecounter_version_1_0 | SRX17717807_SRR21720734 | SRR21720734   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 03:09:21.401924 |                 |      | version_1_0 | 
 SRX17717809_SRR21720735_scRecounter_version_1_0 | SRX17717809_SRR21720735 | SRR21720735   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 03:11:03.082367 |                 |      | version_1_0 | 
 SRX17717809_SRR21720730_scRecounter_version_1_0 | SRX17717809_SRR21720730 | SRR21720730   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 03:11:03.157868 |                 |      | version_1_0 | 
 SRX14491940_SRR18356670_scRecounter_version_1_0 | SRX14491940_SRR18356670 | SRR18356670   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:55:06.166872 |                 |      | version_1_0 | 
 SRX12438810_SRR16153988_scRecounter_version_1_0 | SRX12438810_SRR16153988 | SRR16153988   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:53.514624 |                 |      | version_1_0 | 
 SRX15115114_SRR19042376_scRecounter_version_1_0 | SRX15115114_SRR19042376 | SRR19042376   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 13:32:29.735126 |                 |      | version_1_0 | 
 SRX15115115_SRR19042362_scRecounter_version_1_0 | SRX15115115_SRR19042362 | SRR19042362   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 13:32:29.822171 |                 |      | version_1_0 | 
 SRX15115116_SRR19042348_scRecounter_version_1_0 | SRX15115116_SRR19042348 | SRR19042348   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 13:32:30.001254 |                 |      | version_1_0 | 
 SRX15115117_SRR19042345_scRecounter_version_1_0 | SRX15115117_SRR19042345 | SRR19042345   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 13:32:30.002013 |                 |      | version_1_0 | 
 SRX15115116_SRR19042355_scRecounter_version_1_0 | SRX15115116_SRR19042355 | SRR19042355   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 13:32:30.021615 |                 |      | version_1_0 | 
 SRX15115114_SRR19042369_scRecounter_version_1_0 | SRX15115114_SRR19042369 | SRR19042369   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 13:32:30.035257 |                 |      | version_1_0 | 
 SRX15115114_SRR19042372_scRecounter_version_1_0 | SRX15115114_SRR19042372 | SRR19042372   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 13:32:30.0457   |                 |      | version_1_0 | 
 SRX15115117_SRR19042339_scRecounter_version_1_0 | SRX15115117_SRR19042339 | SRR19042339   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 13:32:30.085067 |                 |      | version_1_0 | 
 SRX15115115_SRR19042366_scRecounter_version_1_0 | SRX15115115_SRR19042366 | SRR19042366   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 13:32:30.128942 |                 |      | version_1_0 | 
 SRX14491946_SRR18356664_scRecounter_version_1_0 | SRX14491946_SRR18356664 | SRR18356664   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:55:06.173402 |                 |      | version_1_0 | 
 SRX12438804_SRR16153961_scRecounter_version_1_0 | SRX12438804_SRR16153961 | SRR16153961   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:53.613618 |                 |      | version_1_0 | 
 SRX12438804_SRR16153960_scRecounter_version_1_0 | SRX12438804_SRR16153960 | SRR16153960   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.043061 |                 |      | version_1_0 | 
 SRX12501916_SRR16220009_scRecounter_version_1_0 | SRX12501916_SRR16220009 | SRR16220009   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.229568 |                 |      | version_1_0 | 
 SRX12438811_SRR16153977_scRecounter_version_1_0 | SRX12438811_SRR16153977 | SRR16153977   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.439424 |                 |      | version_1_0 | 
 SRX12438812_SRR16153985_scRecounter_version_1_0 | SRX12438812_SRR16153985 | SRR16153985   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.623144 |                 |      | version_1_0 | 
 SRX12501918_SRR16220039_scRecounter_version_1_0 | SRX12501918_SRR16220039 | SRR16220039   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:30.902242 |                 |      | version_1_0 | 
 SRX12501918_SRR16220040_scRecounter_version_1_0 | SRX12501918_SRR16220040 | SRR16220040   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.149997 |                 |      | version_1_0 | 
 SRX12501917_SRR16220017_scRecounter_version_1_0 | SRX12501917_SRR16220017 | SRR16220017   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.316829 |                 |      | version_1_0 | 
 SRX12501917_SRR16220027_scRecounter_version_1_0 | SRX12501917_SRR16220027 | SRR16220027   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.42892  |                 |      | version_1_0 | 
 SRX12501919_SRR16219989_scRecounter_version_1_0 | SRX12501919_SRR16219989 | SRR16219989   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.469381 |                 |      | version_1_0 | 
 SRX12501919_SRR16219995_scRecounter_version_1_0 | SRX12501919_SRR16219995 | SRR16219995   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.509639 |                 |      | version_1_0 | 
 SRX12501917_SRR16220026_scRecounter_version_1_0 | SRX12501917_SRR16220026 | SRR16220026   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.656004 |                 |      | version_1_0 | 
 SRX12501918_SRR16220031_scRecounter_version_1_0 | SRX12501918_SRR16220031 | SRR16220031   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:56:31.732041 |                 |      | version_1_0 | 
 SRX15115115_SRR19042359_scRecounter_version_1_0 | SRX15115115_SRR19042359 | SRR19042359   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 13:32:30.182768 |                 |      | version_1_0 | 
 SRX15115117_SRR19042342_scRecounter_version_1_0 | SRX15115117_SRR19042342 | SRR19042342   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 13:32:30.184648 |                 |      | version_1_0 | 
 SRX15115116_SRR19042352_scRecounter_version_1_0 | SRX15115116_SRR19042352 | SRR19042352   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 13:32:30.251725 |                 |      | version_1_0 | 
 SRX15115120_SRR19042311_scRecounter_version_1_0 | SRX15115120_SRR19042311 | SRR19042311   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.292027 |                 |      | version_1_0 | 
 SRX15115122_SRR19042299_scRecounter_version_1_0 | SRX15115122_SRR19042299 | SRR19042299   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.452157 |                 |      | version_1_0 | 
 SRX15115118_SRR19042336_scRecounter_version_1_0 | SRX15115118_SRR19042336 | SRR19042336   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.53959  |                 |      | version_1_0 | 
 SRX15115123_SRR19042291_scRecounter_version_1_0 | SRX15115123_SRR19042291 | SRR19042291   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.584367 |                 |      | version_1_0 | 
 SRX15115124_SRR19042285_scRecounter_version_1_0 | SRX15115124_SRR19042285 | SRR19042285   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.651639 |                 |      | version_1_0 | 
 SRX15115127_SRR19042266_scRecounter_version_1_0 | SRX15115127_SRR19042266 | SRR19042266   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.685364 |                 |      | version_1_0 | 
 SRX15115121_SRR19042302_scRecounter_version_1_0 | SRX15115121_SRR19042302 | SRR19042302   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.698175 |                 |      | version_1_0 | 
 SRX15115118_SRR19042330_scRecounter_version_1_0 | SRX15115118_SRR19042330 | SRR19042330   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.718481 |                 |      | version_1_0 | 
 SRX15115119_SRR19042324_scRecounter_version_1_0 | SRX15115119_SRR19042324 | SRR19042324   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.742944 |                 |      | version_1_0 | 
 SRX15115119_SRR19042327_scRecounter_version_1_0 | SRX15115119_SRR19042327 | SRR19042327   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.75825  |                 |      | version_1_0 | 
 SRX15115127_SRR19042268_scRecounter_version_1_0 | SRX15115127_SRR19042268 | SRR19042268   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.770782 |                 |      | version_1_0 | 
 SRX15115120_SRR19042317_scRecounter_version_1_0 | SRX15115120_SRR19042317 | SRR19042317   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.799055 |                 |      | version_1_0 | 
 SRX15115119_SRR19042321_scRecounter_version_1_0 | SRX15115119_SRR19042321 | SRR19042321   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.810693 |                 |      | version_1_0 | 
 SRX15115120_SRR19042314_scRecounter_version_1_0 | SRX15115120_SRR19042314 | SRR19042314   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.824836 |                 |      | version_1_0 | 
 SRX15115125_SRR19042277_scRecounter_version_1_0 | SRX15115125_SRR19042277 | SRR19042277   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.828226 |                 |      | version_1_0 | 
 SRX15115121_SRR19042308_scRecounter_version_1_0 | SRX15115121_SRR19042308 | SRR19042308   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.847859 |                 |      | version_1_0 | 
 SRX15115124_SRR19042287_scRecounter_version_1_0 | SRX15115124_SRR19042287 | SRR19042287   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.849695 |                 |      | version_1_0 | 
 SRX15115126_SRR19042270_scRecounter_version_1_0 | SRX15115126_SRR19042270 | SRR19042270   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.863155 |                 |      | version_1_0 | 
 SRX15115122_SRR19042297_scRecounter_version_1_0 | SRX15115122_SRR19042297 | SRR19042297   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.867716 |                 |      | version_1_0 | 
 SRX15115121_SRR19042305_scRecounter_version_1_0 | SRX15115121_SRR19042305 | SRR19042305   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.911281 |                 |      | version_1_0 | 
 SRX15115118_SRR19042333_scRecounter_version_1_0 | SRX15115118_SRR19042333 | SRR19042333   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.913348 |                 |      | version_1_0 | 
 SRX15115123_SRR19042289_scRecounter_version_1_0 | SRX15115123_SRR19042289 | SRR19042289   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.92396  |                 |      | version_1_0 | 
 SRX15115123_SRR19042293_scRecounter_version_1_0 | SRX15115123_SRR19042293 | SRR19042293   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.945201 |                 |      | version_1_0 | 
 SRX15115126_SRR19042274_scRecounter_version_1_0 | SRX15115126_SRR19042274 | SRR19042274   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.994537 |                 |      | version_1_0 | 
 SRX15115126_SRR19042272_scRecounter_version_1_0 | SRX15115126_SRR19042272 | SRR19042272   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.998007 |                 |      | version_1_0 | 
 SRX15115122_SRR19042295_scRecounter_version_1_0 | SRX15115122_SRR19042295 | SRR19042295   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.999246 |                 |      | version_1_0 | 
 SRX15115125_SRR19042281_scRecounter_version_1_0 | SRX15115125_SRR19042281 | SRR19042281   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:42.999721 |                 |      | version_1_0 | 
 SRX15115127_SRR19042264_scRecounter_version_1_0 | SRX15115127_SRR19042264 | SRR19042264   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:43.011424 |                 |      | version_1_0 | 
 SRX15115125_SRR19042279_scRecounter_version_1_0 | SRX15115125_SRR19042279 | SRR19042279   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:43.033151 |                 |      | version_1_0 | 
 SRX15115124_SRR19042283_scRecounter_version_1_0 | SRX15115124_SRR19042283 | SRR19042283   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:37:43.06467  |                 |      | version_1_0 | 
 SRX15115134_SRR19042210_scRecounter_version_1_0 | SRX15115134_SRR19042210 | SRR19042210   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:38:35.811357 |                 |      | version_1_0 | 
 SRX15115129_SRR19042253_scRecounter_version_1_0 | SRX15115129_SRR19042253 | SRR19042253   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:38:35.874891 |                 |      | version_1_0 | 
 SRX15115129_SRR19042256_scRecounter_version_1_0 | SRX15115129_SRR19042256 | SRR19042256   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:38:35.912602 |                 |      | version_1_0 | 
 SRX15115130_SRR19042247_scRecounter_version_1_0 | SRX15115130_SRR19042247 | SRR19042247   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:38:35.921242 |                 |      | version_1_0 | 
 SRX14491935_SRR18356675_scRecounter_version_1_0 | SRX14491935_SRR18356675 | SRR18356675   | mouse    | 2025-11-15    | scRecounter  |        | 2025-11-15 22:55:06.207378 |                 |      | version_1_0 | 
 SRX12438803_SRR16153956_scRecounter_version_1_0 | SRX12438803_SRR16153956 | SRR16153956   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:53.673622 |                 |      | version_1_0 | 
 SRX12501916_SRR16220004_scRecounter_version_1_0 | SRX12501916_SRR16220004 | SRR16220004   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.070284 |                 |      | version_1_0 | 
 SRX12438805_SRR16153963_scRecounter_version_1_0 | SRX12438805_SRR16153963 | SRR16153963   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.243142 |                 |      | version_1_0 | 
 SRX12501916_SRR16219983_scRecounter_version_1_0 | SRX12501916_SRR16219983 | SRR16219983   | mouse    | 2025-11-16    | scRecounter  |        | 2025-11-16 00:27:54.457959 |                 |      | version_1_0 | 
 SRX15115133_SRR19042225_scRecounter_version_1_0 | SRX15115133_SRR19042225 | SRR19042225   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:38:35.943724 |                 |      | version_1_0 | 
 SRX15115131_SRR19042236_scRecounter_version_1_0 | SRX15115131_SRR19042236 | SRR19042236   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:38:35.946883 |                 |      | version_1_0 | 
 SRX15115133_SRR19042219_scRecounter_version_1_0 | SRX15115133_SRR19042219 | SRR19042219   | mouse    | 2025-11-14    | scRecounter  |        | 2025-11-14 14:38:35.956355 |                 |      | version_1_0 | 
